CatentryPartNumber,Price,CurrencyCode,StartDate,EndDate,Precedence,MinimumQuantity
0089796776,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0089796763,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0089796751,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091081242,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091081239,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091081309,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091081349,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091081254,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091081202,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091081215,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091081227,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091081266,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091415958,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023315,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023393,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023078,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023220,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023205,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023123,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023379,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023257,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023284,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092022982,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023001,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023269,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023038,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023339,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023092,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023366,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023342,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023065,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023272,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023080,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023053,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023111,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092022967,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023014,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023135,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023354,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023150,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023026,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023108,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023245,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023218,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023148,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092022994,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023296,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023041,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023302,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023381,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023327,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092023232,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911670,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911585,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911616,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911630,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911776,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911788,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911682,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911655,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911709,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911603,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911736,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911667,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911597,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911751,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911573,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911763,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911712,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911694,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911724,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911643,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911628,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092911749,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091693433,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091693352,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091693446,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091692231,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091693230,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091693203,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091692217,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091692229,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091693243,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091693337,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091693458,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091693419,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091693325,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091693421,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091692204,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091693228,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091693313,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091693340,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091692198,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0091693216,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092383237,34.99,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092383213,34.99,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0092383225,34.99,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423335,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423278,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423292,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423675,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423308,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423648,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423350,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423348,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423265,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423323,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423650,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423635,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423280,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423241,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423623,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423253,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423311,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093423662,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094491223,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094491248,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094491235,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094125141,50,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094124921,50,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094125178,50,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094125153,50,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094124919,50,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094125165,50,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094124906,50,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094124933,50,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325348,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095067586,20,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094573588,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094978335,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095067656,20,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095067598,20,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325592,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094573346,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095067683,20,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325501,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325323,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094978311,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094573360,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094573427,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094978399,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325771,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325514,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094573563,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094573549,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094978526,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094573576,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095067644,20,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094978417,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325404,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095225868,60,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094978404,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325662,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095067668,20,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094978362,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325865,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094978429,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325853,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325704,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325335,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095225856,60,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094573536,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094978323,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325611,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094978375,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094573358,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094978350,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094978431,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095067574,20,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094573439,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325878,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325717,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094573373,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094573551,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325608,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325387,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325495,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325768,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325699,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325553,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094573321,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325648,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325541,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094573333,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325650,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094978308,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325756,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325399,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095067671,20,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094978387,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094978348,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094573415,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095352323,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095352417,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095352611,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095352362,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095352311,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325801,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095352565,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093609680,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094573397,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095352335,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095352431,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095352387,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095352623,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095352429,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095352471,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093609722,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093609710,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325814,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095352578,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093609692,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093609734,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0093609707,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095325826,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095352483,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095352468,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095352375,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340011,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339907,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340062,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340215,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340172,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340050,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340169,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339610,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339974,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339959,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339986,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339552,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339891,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340196,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339591,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339607,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340075,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340035,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340120,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339961,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339564,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340184,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339910,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339661,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339889,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339634,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339589,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339922,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340099,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339577,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340008,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340239,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340132,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340087,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340227,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340254,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339647,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340048,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339659,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340157,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340242,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339622,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340145,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339877,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094340202,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339934,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339540,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339674,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094339998,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094686123,54,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094686148,54,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094686111,54,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094686135,54,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095547371,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095393863,14,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095547507,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094338635,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094338648,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094338650,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094338611,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094956808,29.5,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095859425,58,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094956899,32,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0096166174,46,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095859400,58,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0096166134,46,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095859437,58,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095859510,58,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095859522,58,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094956957,39.5,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095859440,58,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094956875,32,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0094956780,29.5,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0096166161,46,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0096166198,46,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095859464,58,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0096028355,54,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095931477,45,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0096028670,54,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0096028328,54,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0096028682,54,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0096028343,54,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0096028330,54,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0096028709,54,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0096028694,54,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095931489,45,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0096262942,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0096262954,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0096262966,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0096471720,48,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095954697,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095701330,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095999270,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095933596,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095701190,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095954551,42,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095933627,40,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
0095701449,44,USD,2012-07-12 00:00:00.000,2012-07-20 00:00:00.000,1,1
