FieldValueId,FieldId,Name,Text,IsActive,Position
,3746,VIVID BLUE,,true,
,3746,BLACK SEA,,true,
,3748,BLUE MULTI,,true,
,3750,COBALT BLUE,,true,
,3750,SILVER GREY MULTI,,true,
,3748,SHELL CORAL,,true,
,3748,MINERAL RED,,true,
,3748,BLUEBIRD,,true,
,3748,BLACK ADDER,,true,
,3746,GREEN,,true,
,3746,CORAL CREST ORANGE,,true,
,3746,PURPLE,,true,
,3746,MOON LAGOON BLUE,,true,
,3746,CADET BLUE,,true,
,3748,PEACOAT NAVY,,true,
,3748,OATMEAL BEIGE,,true,
,3748,PINK/WHITE,,true,
,3748,KHAKI BEIGE,,true,
,3748,CORNFLOWER BLUE,,true,
,3750,MULTI,,true,
,3748,MADDER BROWN,,true,
,3748,GRILL GRAY,,true,
,3748,LIGHT DENIM,,true,
,3748,WHPPED CREAM WHITE,,true,
,3748,MEDIUM WASH,,true,
,3748,BERRY JAM PINK,,true,
,3748,CHAMBRAY BLUE,,true,
,3748,YELLOW,,true,
,3748,COSMIC BLUE,,true,
,3746,PINK,,true,
,3746,LIGHT PURPLE,,true,
,3746,LILAC,,true,
,3746,GREY,,true,
,3748,GEYSER GREEN,,true,
,3748,BERRY JAM PURPLE,,true,
,3748,BROWN MULTI,,true,
,3750,NAVY,,true,
,3750,BLUE MULTI,,true,
,3747,WASHED SKY BLUE,,true,
,3746,BLUE MULTI,,true,
,3746,AUTUMN ORANGE,,true,
,3746,BLUEJAY,,true,
,3746,MAJOR BROWN,,true,
,3747,INTENSE BLUE,,true,
,3748,CHERRY MULTI,,true,
,3746,WINTER WHITE MULTI,,true,
,3746,BLUEBELL MULTI,,true,
,3746,BLACKHAWK BROWN,,true,
,3746,SONGBIRD BLUE MULTI,,true,
,3746,CREPE YELLOW,,true,
,3746,SONGBIRD BLUE/GREEN,,true,
,3746,SEAGLASS GREEN MULTI,,true,
,3746,CRAB ORANGE,,true,
,3746,CHESAPEAKE BLUE,,true,
,3748,PINK BIKINI,,true,
,3748,BORA BORA BLUE,,true,
,3748,LIME GREEN,,true,
,3750,TANDORI RED,,true,
,3750,DAZZLING BLUE,,true,
,3746,SAGE GREEN MULTI,,true,
,3748,TEAL,,true,
,3746,FADED NAVY BLUE,,true,
,3747,CHROMIUM BLUE,,true,
,3747,DARK COBALT BLUE,,true,
,3748,DARK KHAKI,,true,
,3748,ORANGE MULTI,,true,
,3748,COCOA BROWN,,true,
,3748,PINK,,true,
,3748,LIGHT YELLOW,,true,
,3748,LIGHT BLUE,,true,
,3748,SAILOR NAVY,,true,
,3746,KHAKI PLAID,,true,
,3746,NAVY MULTI,,true,
,3746,NAVY BLUE MULTI,,true,
,3748,GRAY,,true,
,3746,ROYAL BLUE,,true,
,3746,NATURAL BEIGE MULTI,,true,
,3746,GREEN MULTI,,true,
,3746,BLUE/BEIGE,,true,
,3746,BROWN MULTI,,true,
,3748,NAVY,,true,
,3746,PINK DOGWOOD,,true,
,3746,LILY GREEN,,true,
,3746,LILY GREEN MULTI,,true,
,3746,BRIGHT WHITE MULTI,,true,
,3746,CASHMERE BLUE,,true,
,3746,EGRET WHITE,,true,
,3746,CORDOVAN RED,,true,
,3749,GUNMETAL,,true,
,3749,GOLD,,true,
,3748,BEIGE/WHITE,,true,
,3748,BLUE/WHITE,,true,
,3748,TEAL/WHITE,,true,
,3748,BLACK/WHITE,,true,
,3748,SANDY BROWN,,true,
,3748,SANDALWOOD BEIGE,,true,
,3748,SANGRIA RED,,true,
,3750,WATERMELON PINK,,true,
,3750,RED MULTI,,true,
,3748,BROWN,,true,
,3750,BROWN/SAND,,true,
,3750,PEACH,,true,
,3750,WHITE MULTI,,true,
,3750,GOLD,,true,
,3748,BLUESPELL,,true,
,3748,EMERALD ISLAND GREEN,,true,
,3748,WHTIE,,true,
,3748,THUNDER CLOUD GRAY,,true,
,3748,RED MULTI,,true,
,3750,LIME GREEN MULTI,,true,
,3750,GREY,,true,
,3750,BLACK MULTI,,true,
,3748,DARK PINK,,true,
,3750,SHELL PINK,,true,
,3748,CORAL,,true,
,3748,OASIS BLUE,,true,
,3750,MORNING FOG GREY,,true,
,3748,CHALK WHITE,,true,
,3748,FUSCHIA,,true,
,3750,ORANGE MULTI,,true,
,3750,LEMONADE YELLOW,,true,
,3746,ATLANTIS BLUE,,true,
,3748,MEDIIUM DENIM,,true,
,3748,DARK WASH,,true,
,3748,STORM GREEN,,true,
,3750,NEON LIME GREEN,,true,
,3750,TANDORI BLUE,,true,
,3748,LIGHT WASH,,true,
,3748,LILAC,,true,
,3748,SEA BLUE,,true,
,3748,PALE GRAY,,true,
,3750,TEAL/CORAL,,true,
,3748,SHAMROCK GREEN,,true,
,3748,CREAMSICLE ORANGE,,true,
,3748,WATERFALL BLUE,,true,
,3750,BROWN MULTI,,true,
,3750,GREEN MULTI,,true,
,3748,RED CORAL,,true,
,3748,BEIGE CAMO,,true,
,3748,DENIM,,true,
,3746,MAGNOLIA BEIGE MULTI,,true,
,3746,BREEZE BLUE,,true,
,3746,ASPHALT GREY MULTI,,true,
,3750,GEORGIA PEACH PINK,,true,
,3750,CREAM,,true,
,3748,HOT PINK,,true,
,3750,BRIGHT YELLOW,,true,
,3748,GREEN MULTI,,true,
,3751,Sm,,true,
,3751,Md,,true,
,3751,Lg,,true,
,3751,X-Lg,,true,
,3751,XX-Lg,,true,
,3752,28W 30L,,true,
,3752,28W 32L,,true,
,3752,29W 30L,,true,
,3752,29W 32L,,true,
,3752,29W 34L,,true,
,3752,30W 29L,,true,
,3752,30W 30L,,true,
,3752,30W 32L,,true,
,3752,30W 34L,,true,
,3752,31W 29L,,true,
,3752,31W 30L,,true,
,3752,31W 34L,,true,
,3752,32W 29L,,true,
,3752,32W 30L,,true,
,3752,32W 31L,,true,
,3752,32W 32L,,true,
,3752,32W 34L,,true,
,3752,32W 36L,,true,
,3752,33W 29L,,true,
,3752,33W 30L,,true,
,3752,33W 31L,,true,
,3752,33W 32L,,true,
,3752,33W 36L,,true,
,3752,34W 29L,,true,
,3752,34W 30L,,true,
,3752,34W 31L,,true,
,3752,34W 32L,,true,
,3752,34W 36L,,true,
,3752,35W 30L,,true,
,3752,35W 34L,,true,
,3752,36W 29L,,true,
,3752,36W 30L,,true,
,3752,36W 32L,,true,
,3752,36W 34L,,true,
,3752,36W 36L,,true,
,3752,38W,,true,
,3752,38W 29L,,true,
,3752,38W 30L,,true,
,3752,38W 31L,,true,
,3752,38W 32L,,true,
,3752,38W 34L,,true,
,3752,38W 36L,,true,
,3752,40W 29L,,true,
,3752,40W 30L,,true,
,3752,40W 32L,,true,
,3752,40W 34L,,true,
,3752,42W 29L,,true,
,3752,42W 30L,,true,
,3752,42W 32L,,true,
