Id,SkuId,ArchiveId,Name,IsMain,Label,Url
,1587,,Color-SANDALWOOD-TAN-Size-8_1,false,Color-SANDALWOOD-TAN-Size-8_1,https://images.beallsflorida.com/i/beallsflorida/109-9274-5408-24-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1588,,Color-WATERMELON-PINK-Size-16_1,false,Color-WATERMELON-PINK-Size-16_1,https://images.beallsflorida.com/i/beallsflorida/110-2571-2163-66-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1589,,Color-RED-Size-12_1,false,Color-RED-Size-12_1,https://images.beallsflorida.com/i/beallsflorida/136-5114-4219-66-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1590,,Color-SANDALWOOD-BEIGE-Size-Large_1,false,Color-SANDALWOOD-BEIGE-Size-Large_1,https://images.beallsflorida.com/i/beallsflorida/119-3805-0829-72-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1591,,Color-OASIS-BLUE-Size-16_1,false,Color-OASIS-BLUE-Size-16_1,https://images.beallsflorida.com/i/beallsflorida/222-5470-9000-46-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1592,,Color-WHITE-Size-6_1,false,Color-WHITE-Size-6_1,https://images.beallsflorida.com/i/beallsflorida/107-8664-5339-10-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1593,,Color-BLUE-MULTI-Size-X-Large_1,false,Color-BLUE-MULTI-Size-X-Large_1,https://images.beallsflorida.com/i/beallsflorida/135-0159-4513-40-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1594,,Color-LIGHT-BLUE-Size-Lg_1,false,Color-LIGHT-BLUE-Size-Lg_1,https://images.beallsflorida.com/i/beallsflorida/473-6413-9366-45-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1595,,Color-FIREFLY-GREEN-Size-X-Lg_1,false,Color-FIREFLY-GREEN-Size-X-Lg_1,https://images.beallsflorida.com/i/beallsflorida/472-0159-7272-49-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
,1596,,Color-CHROMIUM-BLUE-Size-36W-34L_1,false,Color-CHROMIUM-BLUE-Size-36W-34L_1,https://images.beallsflorida.com/i/beallsflorida/467-1461-9047-97-yyy?w=1000&h=1000&fmt=auto&qlt=default&img404=404&v=1
