Id,SkuId,FieldId,FieldValueId,Text
0,1697,3213,2410,
0,1400,3213,2411,
0,2236,3213,2411,
0,2199,3213,2411,
0,1602,3213,2411,
0,3071,3213,2412,
0,3141,3213,2412,
0,856,3213,2412,
0,1010,3213,2412,
0,3179,3213,2412,
0,2960,3213,2413,
0,2372,3213,2413,
0,732,3213,2413,
0,2034,3213,2413,
0,2897,3213,2414,
0,3047,3213,2415,
0,2774,3213,2415,
0,828,3213,2355,
0,268,3213,2355,
0,1813,3213,2355,
0,1730,3213,2355,
0,1501,3213,2355,
0,3069,3213,2416,
0,22,3213,2416,
0,570,3213,2416,
0,2485,3213,2416,
0,3346,3213,2416,
0,2022,3213,2417,
0,1895,3213,2417,
0,60,3213,2417,
0,3049,3213,2417,
0,1971,3213,2417,
0,2081,3213,2357,
0,1946,3213,2357,
0,2829,3213,2357,
0,1781,3213,2357,
0,3088,3213,2357,
0,2864,3213,2418,
0,3238,3213,2418,
0,2066,3213,2418,
0,1443,3213,2418,
0,1965,3213,2418,
0,2464,3213,2358,
0,1676,3213,2358,
0,197,3213,2358,
0,547,3213,2358,
0,791,3213,2358,
0,1664,3215,2419,
0,555,3215,2419,
0,1007,3215,2419,
0,2975,3215,2419,
0,2570,3215,2420,
0,1369,3215,2420,
0,1395,3215,2420,
0,2147,3215,2420,
0,562,3215,2421,
0,767,3215,2421,
0,2968,3215,2421,
0,1650,3215,2421,
0,1831,3215,2385,
0,1643,3215,2385,
0,1747,3215,2385,
0,1153,3215,2385,
0,881,3216,2422,
0,3265,3216,2423,
0,2957,3213,2424,
0,2100,3213,2424,
0,2912,3213,2424,
0,2820,3213,2425,
0,2995,3213,2426,
0,1450,3213,2426,
0,741,3213,2426,
0,261,3213,2426,
0,527,3213,2357,
0,2987,3213,2357,
0,792,3216,2427,
0,2572,3214,2428,
0,1918,3214,2428,
0,926,3214,2428,
0,1494,3214,2428,
0,3109,3214,2428,
0,595,3214,2428,
0,850,3214,2428,
0,1172,3214,2428,
0,3030,3214,2428,
0,1426,3214,2428,
0,947,3214,2428,
0,2359,3214,2428,
0,2972,3214,2429,
0,86,3214,2429,
0,1951,3214,2429,
0,3089,3214,2429,
0,2980,3214,2429,
0,2792,3214,2429,
0,2435,3214,2429,
0,3234,3214,2429,
